# Solver information
# Time        	h_solver      	h_initial     	h_final       	h_iters       	h_converged   
29.332        	DICPCG	8.627010e-03	1.835860e-08	2	true
29.484        	DICPCG	1.017940e-02	3.200210e-08	2	true
29.6624       	DICPCG	1.195260e-02	5.367180e-08	2	true
29.8637       	DICPCG	1.332290e-02	8.028700e-08	2	true
29.8802       	DICPCG	1.185600e-03	2.412580e-07	1	true
29.8991       	DICPCG	1.441100e-03	3.415650e-07	1	true
29.921        	DICPCG	1.743640e-03	4.774850e-07	1	true
29.9465       	DICPCG	2.088830e-03	6.577140e-07	1	true
29.9763       	DICPCG	2.487610e-03	9.031020e-07	1	true
30.0109       	DICPCG	2.938900e-03	4.814910e-10	2	true
30.0512       	DICPCG	3.444810e-03	7.651060e-10	2	true
30.0981       	DICPCG	4.030250e-03	1.225480e-09	2	true
30.1532       	DICPCG	4.713990e-03	2.002790e-09	2	true
30.2185       	DICPCG	5.520290e-03	3.319370e-09	2	true
30.2967       	DICPCG	6.488260e-03	5.601770e-09	2	true
30.3905       	DICPCG	7.591640e-03	9.388260e-09	2	true
30.5032       	DICPCG	8.848990e-03	1.574290e-08	2	true
30.6377       	DICPCG	1.021600e-02	2.618970e-08	2	true
30.7977       	DICPCG	1.181480e-02	4.418180e-08	2	true
30.9789       	DICPCG	1.266710e-02	6.336260e-08	2	true
31.0023       	DICPCG	1.679470e-03	4.521720e-07	1	true
31.0297       	DICPCG	2.016650e-03	6.296440e-07	1	true
31.0625       	DICPCG	2.482480e-03	9.171790e-07	1	true
31.1019       	DICPCG	3.047840e-03	6.292430e-10	2	true
31.1491       	DICPCG	3.724930e-03	1.099040e-09	2	true
31.2058       	DICPCG	4.521620e-03	1.905660e-09	2	true
31.2736       	DICPCG	5.467240e-03	3.313730e-09	2	true
31.355        	DICPCG	6.589880e-03	5.783010e-09	2	true
31.4526       	DICPCG	7.874280e-03	1.004530e-08	2	true
31.57         	DICPCG	9.330730e-03	1.750910e-08	2	true
31.7107       	DICPCG	1.087020e-02	3.010780e-08	2	true
31.8726       	DICPCG	1.195440e-02	4.543940e-08	2	true
31.9569       	DICPCG	6.327450e-03	6.176910e-09	2	true
31.9838       	DICPCG	2.133730e-03	6.615600e-07	1	true
32.0154       	DICPCG	2.554760e-03	9.460640e-07	1	true
32.053        	DICPCG	3.101740e-03	6.137030e-10	2	true
32.0982       	DICPCG	3.730340e-03	1.074830e-09	2	true
32.1524       	DICPCG	4.440680e-03	1.835720e-09	2	true
